brand,model,variant,year,fuel_type,transmission,owner_count,km_driven,mileage,engine_capacity,cylinders,seating_capacity,safety_rating,city,health_score,maintenance_cost,ex_showroom_price,selling_price
Audi,A6,Luxury Line,2021,Petrol,Automatic,1,77002,12.8,2998,6,7,4,Hyderabad,76,High,52.81,45.92
Tesla,Model 3,Crysta,2018,Electric,Automatic,2,89641,457.9,0,0,7,5,Kolkata,92,Medium,34.4,29.91
Tata,Safari,Performance,2016,Diesel,Manual,2,120780,22.8,1497,3,7,5,Mumbai,84,Medium,6.45,5.61
Mahindra,Scorpio,Crysta,2019,Diesel,Manual,1,100724,21.4,1997,4,7,4,Chennai,96,Medium,10.9,9.48
Mercedes-Benz,E-Class,Sport,2018,Diesel,Automatic,1,98588,11.1,2998,6,7,5,Kolkata,68,High,44.62,38.8
Honda,City,LXI,2016,Petrol,Automatic,1,124271,15.5,1197,3,7,4,Bangalore,65,Medium,3.9,3.39
Honda,Amaze,Crysta,2020,Petrol,Automatic,3,64731,19.2,998,3,5,4,Chennai,88,Medium,5.72,4.97
BMW,3 Series,VXI,2016,CNG,Automatic,1,101079,10.8,2993,6,7,4,Hyderabad,82,High,18.55,16.13
Tesla,Model 3,Crysta,2020,Electric,Automatic,2,71526,397.3,0,0,5,5,Hyderabad,78,Medium,40.63,35.33
Audi,Q3,ZXI,2013,CNG,Automatic,1,150345,13.1,2993,6,5,5,Kolkata,81,High,11.73,10.2
BMW,3 Series,Sport,2024,CNG,Automatic,2,24328,12.9,1984,4,7,5,Ahmedabad,68,High,30.84,26.82
BMW,7 Series,Legender,2018,Diesel,Automatic,2,82164,13.9,1984,4,5,5,Ahmedabad,84,High,59.34,51.6
BMW,5 Series,LXI,2019,Diesel,Automatic,1,97353,9.2,1998,4,5,5,Hyderabad,65,High,44.92,39.06
Honda,Jazz,ZXI,2015,Electric,Automatic,1,117781,15.0,0,0,5,3,Mumbai,76,Medium,4.48,3.9
Tata,Tiago,Performance,2013,Diesel,Automatic,2,155952,23.9,998,3,7,5,Chennai,87,Medium,2.02,1.76
Toyota,Camry,VXI,2019,Diesel,Manual,1,71059,16.5,998,3,5,4,Mumbai,96,Medium,23.83,20.72
Toyota,Corolla Altis,Crysta,2016,Petrol,Automatic,2,126020,22.1,998,3,5,5,Bangalore,83,Medium,6.99,6.08
Hyundai,Grand i10,Legender,2015,Petrol,Automatic,1,139086,21.9,1497,3,7,2,Mumbai,74,Low,1.89,1.64
Toyota,Camry,ZXI,2021,Electric,Automatic,1,56849,20.4,0,0,7,5,Delhi,73,Medium,26.78,23.29
Hyundai,Alcazar,Legender,2017,CNG,Manual,3,88903,25.2,1497,3,7,2,Bangalore,68,Low,2.28,1.98
Tata,Nexon,Luxury Line,2020,Petrol,Manual,1,78195,15.1,1197,3,7,5,Hyderabad,92,Medium,5.44,4.73
BMW,5 Series,VXI,2022,Diesel,Automatic,1,47416,10.7,1984,4,7,5,Ahmedabad,81,High,65.55,57.0
Mercedes-Benz,S-Class,Performance,2013,CNG,Automatic,1,160719,11.7,1984,4,5,5,Mumbai,95,High,42.95,37.35
Tesla,Model S,Sport,2018,Electric,Automatic,2,102629,382.5,0,0,5,5,Ahmedabad,96,Medium,63.25,55.0
Honda,City,VXI,2021,Electric,Manual,1,64080,23.8,0,0,7,4,Ahmedabad,90,Medium,7.15,6.22
Maruti Suzuki,Dzire,ZXI,2014,Petrol,Manual,2,160126,23.3,1497,3,5,3,Mumbai,78,Low,1.74,1.51
Tesla,Model Y,VXI,2016,Electric,Automatic,1,106302,520.3,0,0,5,4,Bangalore,98,Medium,65.41,56.88
Tata,Punch,VXI,2020,Petrol,Automatic,1,83577,23.1,1497,3,7,5,Bangalore,77,Medium,5.66,4.92
Honda,City,ZXI,2020,CNG,Automatic,3,84838,26.9,1498,3,7,3,Hyderabad,79,Medium,4.76,4.14
Honda,Civic,Performance,2012,Petrol,Manual,4,192901,18.7,998,3,5,4,Bangalore,70,Medium,1.86,1.62
Audi,A4,Sport,2025,CNG,Automatic,1,17502,14.6,2993,6,5,5,Bangalore,88,High,45.77,39.8
Honda,City,VXI,2022,Petrol,Automatic,1,56658,16.4,1497,3,7,4,Ahmedabad,98,Medium,8.08,7.03
Toyota,Innova,Performance,2019,Petrol,Manual,2,70611,18.3,2694,6,7,5,Pune,70,Medium,11.28,9.81
Hyundai,Grand i10,Luxury Line,2020,Electric,Manual,1,91296,21.2,0,0,5,3,Ahmedabad,68,Low,2.69,2.34
BMW,5 Series,Sport,2019,Diesel,Automatic,2,89408,14.5,2998,6,5,4,Delhi,89,High,49.25,42.83
Mercedes-Benz,E-Class,Legender,2022,Electric,Automatic,1,37870,456.4,0,0,5,5,Ahmedabad,92,High,87.68,76.24
Maruti Suzuki,Swift,Sport,2023,Petrol,Manual,1,39617,15.3,1498,3,5,2,Chennai,71,Low,4.2,3.65
Mahindra,XUV700,Crysta,2012,Diesel,Automatic,1,200275,23.2,1997,4,7,4,Hyderabad,81,Medium,5.37,4.67
Toyota,Innova,Legender,2012,Diesel,Manual,1,182314,23.0,2694,6,7,5,Mumbai,96,Medium,8.26,7.18
Mahindra,XUV300,Crysta,2017,Diesel,Manual,1,106063,15.7,998,3,7,4,Hyderabad,96,Medium,6.23,5.42
Audi,Q7,Sport,2023,CNG,Automatic,3,39414,14.5,1998,4,7,5,Mumbai,90,High,58.11,50.53
Hyundai,Alcazar,Luxury Line,2016,Electric,Automatic,1,115185,22.6,0,0,7,3,Kolkata,81,Low,3.29,2.86
Tata,Nexon,Performance,2013,Electric,Manual,1,194244,16.1,0,0,7,5,Ahmedabad,98,Medium,2.86,2.49
Tata,Altroz,Luxury Line,2013,Electric,Manual,1,172747,16.5,0,0,7,5,Chennai,91,Medium,2.97,2.58
Honda,Civic,VXI,2024,Electric,Automatic,1,33528,21.9,0,0,7,3,Pune,89,Medium,10.83,9.42
Maruti Suzuki,Alto,LXI,2020,CNG,Manual,1,71306,23.5,1498,3,5,3,Ahmedabad,94,Low,2.24,1.95
Mercedes-Benz,S-Class,Sport,2014,CNG,Automatic,1,153652,9.8,2993,6,5,5,Mumbai,80,High,42.2,36.7
Audi,Q3,VXI,2020,Petrol,Automatic,1,76347,11.6,1984,4,7,5,Mumbai,95,High,32.1,27.91
Audi,Q5,VXI,2022,Electric,Automatic,1,40934,367.2,0,0,7,5,Mumbai,98,High,83.9,72.96
Tata,Harrier,Performance,2019,Diesel,Automatic,1,74532,20.5,1497,3,5,5,Delhi,90,Medium,10.36,9.01
Tata,Harrier,VXI,2016,CNG,Manual,1,119115,22.4,1497,3,7,5,Hyderabad,70,Medium,5.03,4.37
Toyota,Camry,ZXI,2024,CNG,Manual,3,29438,25.5,998,3,5,5,Delhi,81,Medium,22.83,19.85
BMW,7 Series,Legender,2024,CNG,Automatic,1,26603,9.2,2993,6,7,4,Chennai,90,High,103.66,90.14
Audi,A4,Performance,2015,Petrol,Automatic,1,147193,12.4,2993,6,5,5,Delhi,85,High,16.64,14.47
Mahindra,Scorpio,LXI,2014,Petrol,Manual,1,138621,20.3,1997,4,7,5,Hyderabad,71,Medium,5.31,4.62
Honda,City,LXI,2022,Diesel,Manual,1,44509,23.5,998,3,5,4,Delhi,76,Medium,6.93,6.03
Maruti Suzuki,Baleno,Sport,2012,Electric,Automatic,1,166253,22.5,0,0,5,3,Kolkata,85,Low,1.91,1.66
Tesla,Model 3,VXI,2024,Electric,Automatic,1,19173,522.7,0,0,7,5,Hyderabad,80,Medium,66.22,57.58
Toyota,Corolla Altis,Legender,2018,CNG,Manual,1,96992,27.8,998,3,7,5,Chennai,86,Medium,7.11,6.18
Hyundai,Verna,LXI,2013,Petrol,Manual,1,191212,22.3,1498,3,5,2,Ahmedabad,87,Low,1.89,1.64
Tata,Harrier,Crysta,2015,Electric,Manual,1,142846,21.8,0,0,5,5,Kolkata,91,Medium,6.21,5.4
Tata,Punch,Crysta,2022,CNG,Automatic,1,53228,23.2,1498,3,7,5,Pune,87,Medium,6.13,5.33
Mercedes-Benz,S-Class,LXI,2012,Petrol,Automatic,1,154475,12.7,1998,4,7,5,Pune,70,High,33.74,29.34
Mercedes-Benz,GLA,ZXI,2020,Diesel,Automatic,2,84157,11.8,2993,6,5,5,Bangalore,67,High,31.34,27.25
Maruti Suzuki,Swift,LXI,2015,Electric,Automatic,1,153924,21.2,0,0,5,3,Pune,75,Low,2.38,2.07
Mercedes-Benz,E-Class,Crysta,2025,Electric,Automatic,2,17566,546.3,0,0,5,4,Kolkata,93,High,107.02,93.06
BMW,X1,LXI,2013,CNG,Automatic,2,187879,11.1,2993,6,5,4,Kolkata,74,High,10.23,8.9
Mahindra,Bolero,Performance,2019,Electric,Manual,1,79123,18.7,0,0,5,5,Chennai,65,Medium,6.24,5.43
Mercedes-Benz,GLE,Luxury Line,2024,Electric,Automatic,2,22160,445.2,0,0,7,4,Delhi,94,High,102.8,89.39
Maruti Suzuki,Ertiga,ZXI,2025,Petrol,Manual,3,11547,20.5,1197,3,7,3,Hyderabad,86,Low,5.08,4.42
Honda,Civic,Luxury Line,2017,CNG,Manual,2,102606,30.6,1498,3,5,5,Kolkata,90,Medium,3.51,3.05
Tata,Altroz,Sport,2015,CNG,Automatic,1,143368,29.1,998,3,5,5,Hyderabad,91,Medium,3.28,2.85
Toyota,Fortuner,Crysta,2018,CNG,Automatic,1,114467,28.5,2755,6,7,5,Hyderabad,89,Medium,17.82,15.5
BMW,7 Series,ZXI,2016,Petrol,Automatic,2,133809,10.1,1998,4,7,5,Bangalore,89,High,50.63,44.03
Audi,Q7,Legender,2021,Diesel,Automatic,1,59953,12.1,2993,6,5,4,Chennai,70,High,54.39,47.3
Hyundai,i20,VXI,2020,Diesel,Automatic,2,81882,21.5,1497,3,5,2,Kolkata,88,Low,4.43,3.85
BMW,X5,Crysta,2021,Petrol,Automatic,3,66225,9.5,2998,6,7,4,Mumbai,67,High,46.15,40.13
Mahindra,Bolero,Luxury Line,2013,CNG,Automatic,2,161571,24.4,998,3,7,5,Hyderabad,87,Medium,3.36,2.92
Honda,City,Luxury Line,2019,Electric,Automatic,3,95275,18.3,0,0,7,5,Kolkata,65,Medium,4.53,3.94
Audi,Q5,LXI,2014,Diesel,Automatic,1,158067,9.8,2998,6,7,4,Bangalore,78,High,30.28,26.33
Mahindra,Bolero,ZXI,2015,Petrol,Manual,1,133967,18.7,1497,3,7,5,Hyderabad,84,Medium,4.3,3.74
Audi,A4,VXI,2025,Petrol,Automatic,1,17603,10.8,1984,4,7,5,Chennai,97,High,50.68,44.07
Hyundai,i20,Sport,2025,Electric,Manual,2,8618,16.4,0,0,5,2,Bangalore,90,Low,8.1,7.04
Audi,A4,Sport,2013,Electric,Automatic,2,174328,441.0,0,0,5,4,Ahmedabad,67,High,12.11,10.53
BMW,3 Series,Sport,2018,Petrol,Automatic,1,85633,14.0,1998,4,5,5,Hyderabad,72,High,22.94,19.95
Mahindra,Scorpio,Performance,2021,Petrol,Automatic,1,61584,16.5,1997,4,7,5,Kolkata,68,Medium,10.64,9.25
Mahindra,XUV700,ZXI,2023,Petrol,Automatic,1,44813,15.0,2184,4,7,5,Bangalore,77,Medium,15.77,13.71
BMW,7 Series,VXI,2022,CNG,Automatic,2,49607,12.1,2993,6,7,4,Bangalore,84,High,81.11,70.53
BMW,3 Series,Performance,2016,CNG,Automatic,1,113455,9.8,1984,4,5,5,Kolkata,67,High,14.86,12.92
Toyota,Innova,Performance,2017,Diesel,Manual,2,94031,22.7,2694,6,7,4,Bangalore,90,Medium,12.91,11.23
Mahindra,Scorpio,Luxury Line,2025,Diesel,Manual,3,10015,18.0,2184,4,7,5,Kolkata,74,Medium,13.82,12.02
BMW,X1,Legender,2013,Electric,Automatic,2,160864,513.5,0,0,7,5,Kolkata,90,High,15.43,13.42
Tesla,Model S,LXI,2022,Electric,Automatic,3,41442,431.7,0,0,5,4,Hyderabad,67,Medium,75.76,65.88
Mahindra,XUV700,ZXI,2015,Diesel,Automatic,1,136617,16.6,2184,4,7,5,Ahmedabad,98,Medium,8.02,6.97
Maruti Suzuki,Baleno,LXI,2019,Diesel,Automatic,1,71799,22.2,998,3,5,4,Kolkata,74,Low,3.37,2.93
Audi,A6,Legender,2020,CNG,Automatic,1,75722,12.5,2993,6,5,4,Ahmedabad,94,High,46.76,40.66
Honda,Jazz,Crysta,2015,Diesel,Automatic,1,139948,23.4,1498,3,7,5,Mumbai,82,Medium,4.28,3.72
Tesla,Model S,Legender,2017,Electric,Automatic,1,119623,392.9,0,0,5,4,Hyderabad,65,Medium,51.42,44.71
Tata,Altroz,Sport,2023,Electric,Manual,2,37890,19.3,0,0,7,5,Chennai,92,Medium,7.72,6.71
Tesla,Model 3,Crysta,2016,Electric,Automatic,3,116000,449.5,0,0,7,4,Kolkata,88,Medium,25.22,21.93
Maruti Suzuki,Dzire,Crysta,2021,Petrol,Manual,1,52395,22.5,1197,3,5,4,Kolkata,94,Low,3.93,3.42
Hyundai,Creta,Crysta,2021,CNG,Manual,1,71158,30.8,998,3,5,4,Hyderabad,87,Low,4.21,3.66
Tata,Safari,ZXI,2023,CNG,Manual,1,30846,30.6,1498,3,7,5,Mumbai,68,Medium,10.25,8.91
BMW,X1,Crysta,2013,Diesel,Automatic,1,142031,14.0,1998,4,7,5,Delhi,77,High,15.11,13.14
BMW,X1,VXI,2022,Diesel,Automatic,2,42266,12.4,2993,6,7,4,Ahmedabad,71,High,31.43,27.33
BMW,7 Series,ZXI,2025,Electric,Automatic,1,16528,482.8,0,0,5,5,Hyderabad,79,High,136.77,118.93
Audi,Q5,Crysta,2016,Petrol,Automatic,1,130556,14.3,1984,4,5,5,Mumbai,70,High,31.67,27.54
Audi,A4,LXI,2013,Petrol,Automatic,1,155192,11.9,1998,4,5,5,Delhi,66,High,11.91,10.36
Mercedes-Benz,C-Class,ZXI,2022,CNG,Automatic,1,60494,13.3,2998,6,7,5,Delhi,76,High,33.81,29.4
Mercedes-Benz,C-Class,Performance,2025,CNG,Automatic,2,14395,11.6,2993,6,7,5,Chennai,87,High,47.56,41.36
Mahindra,XUV700,Luxury Line,2023,CNG,Automatic,1,33336,28.6,2184,4,7,4,Hyderabad,91,Medium,15.27,13.28
BMW,X1,ZXI,2023,Electric,Automatic,1,32740,473.7,0,0,7,5,Bangalore,79,High,47.61,41.4
Honda,City,Luxury Line,2019,Diesel,Automatic,2,73688,20.4,1498,3,5,4,Hyderabad,78,Medium,5.73,4.98
Audi,Q3,Legender,2012,CNG,Automatic,1,142609,9.1,2998,6,5,5,Pune,85,High,11.61,10.1
Maruti Suzuki,Baleno,LXI,2021,CNG,Manual,1,50845,29.9,1197,3,5,3,Bangalore,65,Low,3.21,2.79
Honda,Amaze,Performance,2024,Diesel,Manual,1,26508,22.2,1498,3,5,5,Kolkata,67,Medium,7.45,6.48
Audi,Q5,Performance,2012,Petrol,Automatic,1,166153,13.8,2993,6,5,5,Pune,82,High,21.94,19.08
Hyundai,Grand i10,VXI,2016,Petrol,Manual,1,152524,21.1,1497,3,7,2,Kolkata,69,Low,1.54,1.34
Mercedes-Benz,S-Class,Crysta,2020,CNG,Automatic,1,72756,11.1,1998,4,7,4,Kolkata,81,High,70.28,61.11
Tata,Altroz,Sport,2020,Electric,Automatic,2,70916,16.1,0,0,7,4,Mumbai,83,Medium,6.34,5.51
Mahindra,Scorpio,LXI,2023,Diesel,Manual,1,26539,20.4,1997,4,7,5,Ahmedabad,92,Medium,15.48,13.46
Honda,WR-V,Performance,2021,CNG,Manual,1,65169,26.4,1497,3,7,4,Bangalore,69,Medium,5.34,4.64
BMW,3 Series,VXI,2025,CNG,Automatic,1,11677,13.2,2993,6,5,5,Pune,97,High,46.79,40.69
Tata,Punch,Sport,2022,CNG,Automatic,1,55391,26.5,1498,3,7,5,Hyderabad,75,Medium,5.85,5.09
Audi,Q3,Legender,2025,Petrol,Automatic,3,18877,10.1,1984,4,5,5,Bangalore,91,High,44.63,38.81
Honda,Jazz,Sport,2021,CNG,Automatic,1,66290,27.0,1197,3,5,5,Chennai,71,Medium,5.67,4.93
Mercedes-Benz,E-Class,Luxury Line,2019,Electric,Automatic,1,88164,418.1,0,0,5,5,Hyderabad,78,High,61.75,53.7
Mercedes-Benz,GLA,VXI,2012,Petrol,Automatic,1,211008,10.6,1984,4,7,5,Kolkata,94,High,14.44,12.56
Honda,City,Legender,2018,CNG,Manual,1,86210,25.0,1498,3,7,3,Hyderabad,70,Medium,3.89,3.38
Audi,Q3,Luxury Line,2023,Diesel,Automatic,2,39918,14.0,1998,4,5,5,Chennai,94,High,41.04,35.69
Mahindra,XUV300,ZXI,2015,Diesel,Manual,2,150623,19.1,1498,3,5,5,Pune,87,Medium,4.11,3.57
Toyota,Fortuner,VXI,2012,Electric,Automatic,1,152769,20.8,0,0,7,5,Hyderabad,94,Medium,13.56,11.79
Tata,Punch,ZXI,2012,CNG,Automatic,1,170233,22.9,1197,3,7,4,Bangalore,96,Medium,2.67,2.32
Mahindra,XUV300,Sport,2024,CNG,Manual,3,27771,24.4,1497,3,5,4,Kolkata,85,Medium,7.54,6.56
Hyundai,Tucson,LXI,2021,CNG,Automatic,2,46368,26.3,1197,3,7,2,Delhi,73,Low,3.89,3.38
Hyundai,Verna,LXI,2012,Electric,Automatic,3,176189,17.4,0,0,7,2,Mumbai,71,Low,1.91,1.66
Hyundai,Grand i10,ZXI,2017,CNG,Automatic,1,92631,30.3,998,3,7,3,Pune,97,Low,2.35,2.04
Tesla,Model Y,Crysta,2019,Electric,Automatic,1,97570,392.9,0,0,5,4,Kolkata,95,Medium,73.14,63.6
Tesla,Model Y,ZXI,2022,Electric,Automatic,1,52308,480.6,0,0,5,5,Kolkata,84,Medium,91.99,79.99
Tesla,Model 3,Performance,2022,Electric,Automatic,1,51850,404.2,0,0,5,5,Ahmedabad,96,Medium,56.41,49.05
Tata,Safari,Performance,2024,Electric,Automatic,1,30537,20.2,0,0,7,5,Pune,76,Medium,15.74,13.69
Honda,City,Luxury Line,2020,Petrol,Manual,1,83031,21.0,1197,3,7,5,Hyderabad,65,Medium,4.9,4.26
Mahindra,Thar,Performance,2016,Electric,Manual,1,131999,16.7,0,0,7,5,Hyderabad,93,Medium,6.91,6.01
Mercedes-Benz,C-Class,LXI,2016,Petrol,Automatic,1,99805,14.8,2993,6,7,5,Kolkata,68,High,19.39,16.86
Hyundai,Grand i10,ZXI,2023,Electric,Automatic,1,47588,15.8,0,0,7,3,Hyderabad,84,Low,5.01,4.36
Honda,City,LXI,2024,Petrol,Automatic,1,26742,16.3,998,3,7,3,Delhi,76,Medium,8.68,7.55
Tata,Tiago,Legender,2022,Diesel,Manual,1,44640,17.9,1497,3,7,4,Chennai,86,Medium,4.76,4.14
Toyota,Fortuner,Legender,2019,Petrol,Automatic,1,86579,22.4,2755,6,7,5,Mumbai,84,Medium,22.17,19.28
Tata,Altroz,Sport,2025,Petrol,Manual,3,13993,20.4,1197,3,5,5,Hyderabad,92,Medium,7.69,6.69
Mahindra,Bolero,VXI,2015,Petrol,Automatic,1,147799,20.9,1197,3,7,5,Kolkata,76,Medium,4.08,3.55
Toyota,Camry,Crysta,2024,Electric,Manual,1,27194,17.8,0,0,7,4,Bangalore,89,Medium,39.46,34.31
Honda,City,Legender,2018,CNG,Automatic,1,89938,24.4,1497,3,7,5,Chennai,71,Medium,4.28,3.72
Mercedes-Benz,GLE,ZXI,2021,Diesel,Automatic,1,54788,9.8,1998,4,7,4,Ahmedabad,94,High,75.2,65.39
Mahindra,Bolero,Sport,2024,Petrol,Automatic,1,27950,23.1,1497,3,5,5,Ahmedabad,86,Medium,11.11,9.66
Maruti Suzuki,Ertiga,Sport,2022,Diesel,Manual,1,49744,18.2,1197,3,7,3,Kolkata,87,Low,4.39,3.82
Audi,A6,Sport,2025,Petrol,Automatic,1,14161,11.1,1984,4,7,5,Ahmedabad,89,High,82.21,71.49
Tesla,Model S,Sport,2020,Electric,Automatic,1,61044,390.8,0,0,5,5,Hyderabad,91,Medium,88.0,76.52
BMW,7 Series,Crysta,2012,Petrol,Automatic,1,160567,11.1,2993,6,5,5,Chennai,96,High,36.86,32.05
Tesla,Model S,Legender,2015,Electric,Automatic,1,150969,396.2,0,0,5,5,Ahmedabad,82,Medium,44.62,38.8
BMW,7 Series,LXI,2023,Electric,Automatic,3,30219,438.3,0,0,5,5,Ahmedabad,74,High,87.55,76.13
Hyundai,i20,Crysta,2017,Petrol,Manual,1,107828,23.5,1197,3,5,3,Kolkata,75,Low,2.68,2.33
Mercedes-Benz,GLE,Performance,2025,CNG,Automatic,1,6535,9.9,1984,4,7,5,Ahmedabad,78,High,82.37,71.63
Toyota,Innova,LXI,2013,Electric,Manual,1,155810,17.0,0,0,7,4,Hyderabad,81,Medium,8.65,7.52
Mercedes-Benz,E-Class,Performance,2019,Diesel,Automatic,3,83016,13.3,2998,6,5,5,Bangalore,81,High,53.95,46.91
Hyundai,Verna,Sport,2020,Diesel,Automatic,2,63568,21.3,1497,3,7,2,Hyderabad,88,Low,4.92,4.28
Tesla,Model 3,Luxury Line,2020,Electric,Automatic,1,75563,409.0,0,0,5,5,Pune,95,Medium,46.94,40.82
Toyota,Glanza,Performance,2013,Diesel,Automatic,1,174677,16.8,1497,3,5,5,Hyderabad,85,Medium,5.7,4.96
Audi,Q5,ZXI,2024,CNG,Automatic,2,25790,11.8,1984,4,5,5,Ahmedabad,89,High,62.41,54.27
Tata,Nexon,ZXI,2019,Petrol,Manual,2,74203,19.1,1497,3,5,5,Bangalore,65,Medium,3.96,3.44
Toyota,Camry,ZXI,2014,Electric,Automatic,2,143481,18.1,0,0,7,4,Hyderabad,83,Medium,13.91,12.1
Tesla,Model 3,Luxury Line,2012,Electric,Automatic,1,186086,429.6,0,0,5,5,Chennai,79,Medium,18.83,16.37
Tesla,Model 3,Crysta,2018,Electric,Automatic,2,80142,385.3,0,0,5,4,Delhi,90,Medium,35.8,31.13
Honda,Jazz,Crysta,2025,Petrol,Automatic,1,15269,21.2,998,3,5,3,Bangalore,83,Medium,11.05,9.61
Hyundai,Tucson,LXI,2022,Diesel,Manual,1,52434,21.9,1497,3,5,2,Mumbai,88,Low,5.83,5.07
Honda,WR-V,Luxury Line,2017,Electric,Automatic,1,133540,23.2,0,0,7,3,Ahmedabad,77,Medium,4.73,4.11
Maruti Suzuki,Baleno,ZXI,2020,Diesel,Manual,2,85996,17.1,1197,3,5,3,Ahmedabad,77,Low,3.09,2.69
Hyundai,Creta,ZXI,2024,CNG,Manual,1,30939,29.0,1497,3,7,3,Bangalore,71,Low,5.26,4.57
Tata,Nexon,VXI,2014,CNG,Manual,2,164089,28.6,1498,3,7,4,Hyderabad,96,Medium,2.52,2.19
Mercedes-Benz,GLE,Luxury Line,2016,CNG,Automatic,1,135123,13.3,1984,4,5,5,Hyderabad,85,High,37.24,32.38
Hyundai,i20,Performance,2012,Diesel,Automatic,2,141465,23.4,1498,3,5,2,Pune,94,Low,2.25,1.96
Hyundai,Tucson,ZXI,2025,Diesel,Automatic,1,11643,15.7,1498,3,7,3,Mumbai,68,Low,7.52,6.54
BMW,X1,Sport,2024,Diesel,Automatic,2,22998,13.7,1998,4,5,4,Ahmedabad,94,High,45.45,39.52
Mercedes-Benz,GLE,VXI,2023,Petrol,Automatic,1,47527,11.9,1998,4,7,5,Mumbai,94,High,91.78,79.81
Mahindra,Bolero,Performance,2021,CNG,Automatic,1,64914,27.4,998,3,7,5,Chennai,95,Medium,8.35,7.26
Tesla,Model S,Performance,2013,Electric,Automatic,2,181954,514.1,0,0,5,5,Mumbai,75,Medium,35.05,30.48
Maruti Suzuki,Dzire,ZXI,2022,Petrol,Automatic,2,52107,18.3,1497,3,7,4,Bangalore,96,Low,5.14,4.47
Tata,Altroz,Legender,2018,Petrol,Automatic,1,90778,22.7,1197,3,7,4,Mumbai,74,Medium,4.54,3.95
Tesla,Model Y,Crysta,2013,Electric,Automatic,1,162034,361.4,0,0,5,5,Mumbai,90,Medium,43.61,37.92
Tata,Safari,Luxury Line,2014,Petrol,Manual,1,149807,17.8,1497,3,7,5,Chennai,66,Medium,4.28,3.72
Hyundai,Grand i10,Performance,2015,Electric,Automatic,2,141766,22.2,0,0,7,3,Chennai,73,Low,1.9,1.65
Tesla,Model 3,LXI,2016,Electric,Automatic,1,125800,448.6,0,0,7,5,Chennai,78,Medium,28.5,24.78
Mercedes-Benz,GLA,Performance,2012,CNG,Automatic,2,162828,13.7,2993,6,5,5,Bangalore,94,High,14.83,12.9
Mercedes-Benz,E-Class,LXI,2014,Diesel,Automatic,1,152051,12.8,1984,4,5,5,Chennai,87,High,36.73,31.94
Mahindra,Bolero,Luxury Line,2023,Diesel,Manual,1,30367,23.1,998,3,5,5,Mumbai,91,Medium,11.27,9.8
Audi,A6,Sport,2023,Electric,Automatic,1,30995,547.1,0,0,5,4,Mumbai,84,High,83.44,72.56
Tata,Tiago,ZXI,2020,CNG,Automatic,2,83225,27.6,1197,3,5,5,Delhi,85,Medium,3.23,2.81
Tata,Nexon,ZXI,2020,Electric,Manual,1,71937,19.1,0,0,5,4,Pune,85,Medium,5.69,4.95
Hyundai,Alcazar,Performance,2019,CNG,Automatic,1,100960,24.4,1497,3,7,4,Hyderabad,78,Low,3.58,3.11
Honda,Civic,Performance,2015,Electric,Manual,2,106532,22.9,0,0,5,4,Pune,90,Medium,3.89,3.38
Tesla,Model Y,Performance,2018,Electric,Automatic,1,115182,508.9,0,0,5,5,Delhi,75,Medium,58.85,51.17
Honda,City,LXI,2024,Petrol,Automatic,1,17099,17.7,1497,3,7,5,Bangalore,88,Medium,10.53,9.16
Mercedes-Benz,GLE,VXI,2018,Petrol,Automatic,1,116564,11.0,1984,4,5,5,Delhi,82,High,47.12,40.97
Audi,Q3,VXI,2023,Electric,Automatic,1,45632,428.1,0,0,5,4,Hyderabad,66,High,38.15,33.17
Mercedes-Benz,GLE,VXI,2018,Electric,Automatic,2,89620,378.8,0,0,5,5,Hyderabad,68,High,48.53,42.2
Honda,Civic,VXI,2023,Petrol,Automatic,4,46991,16.4,1498,3,7,4,Hyderabad,89,Medium,7.08,6.16
BMW,3 Series,Luxury Line,2013,CNG,Automatic,3,158178,13.3,1998,4,5,4,Ahmedabad,76,High,10.18,8.85
Mercedes-Benz,S-Class,VXI,2023,Petrol,Automatic,2,34083,14.3,2993,6,5,4,Delhi,85,High,105.36,91.62
Hyundai,Tucson,Crysta,2013,Diesel,Manual,1,150702,22.0,998,3,7,3,Bangalore,71,Low,2.14,1.86
BMW,X1,Performance,2024,Electric,Automatic,2,20705,412.4,0,0,5,4,Ahmedabad,98,High,49.9,43.39
Mahindra,Thar,Sport,2016,Electric,Automatic,1,107031,21.2,0,0,5,5,Mumbai,65,Medium,6.6,5.74
Mercedes-Benz,E-Class,Luxury Line,2022,CNG,Automatic,1,48481,14.8,2998,6,5,4,Pune,65,High,55.72,48.45
Hyundai,Tucson,VXI,2020,Diesel,Manual,1,65857,15.3,998,3,5,3,Kolkata,75,Low,3.92,3.41
Maruti Suzuki,Baleno,Sport,2013,Petrol,Manual,2,189329,16.0,1497,3,5,4,Mumbai,87,Low,1.64,1.43
Mercedes-Benz,E-Class,LXI,2023,Electric,Automatic,1,31879,375.4,0,0,5,5,Hyderabad,78,High,92.72,80.63
Hyundai,Verna,LXI,2014,Petrol,Automatic,1,177468,19.9,1197,3,7,2,Pune,89,Low,2.43,2.11
Honda,Civic,Crysta,2015,Diesel,Manual,1,137342,17.6,998,3,7,3,Ahmedabad,81,Medium,3.44,2.99
Tata,Punch,VXI,2019,CNG,Automatic,1,88601,23.6,1497,3,7,5,Ahmedabad,91,Medium,4.6,4.0
Maruti Suzuki,Dzire,VXI,2012,Electric,Manual,4,177795,15.0,0,0,7,3,Hyderabad,67,Low,1.38,1.2
